,SPX,EPS,TBill,EP,Spread,Signal,SPX_ret,TBill_ret,Strategy_ret
1992-10-30,418.68,25.2039,0.035625,0.06019848094009745,0.024573480940097453,1,0.03026177510270367,0.0029687499999999996,0.03026177510270367
1992-11-30,431.35,25.1726,0.04,0.05835771415323982,0.01835771415323982,1,0.010107801089602297,0.0033333333333333335,0.010107801089602297
1992-12-31,435.71,25.1732,0.034375,0.05777512565697368,0.023400125656973678,1,0.007045970943976521,0.0028645833333333336,0.007045970943976521
1993-01-29,438.78,22.5696,0.033125,0.05143716668945714,0.018312166689457135,1,0.010483613656046442,0.0027604166666666667,0.010483613656046442
1993-02-26,443.38,21.5211,0.031875,0.04853872524696649,0.016663725246966486,1,0.018697279985565585,0.00265625,0.018697279985565585
1993-03-31,451.67,29.7127,0.0325,0.0657840901543162,0.0332840901543162,1,-0.025416786591980878,0.0027083333333333334,-0.025416786591980878
1993-04-30,440.19,29.3214,0.031875,0.06661078170789886,0.03473578170789886,1,0.02271746291374188,0.00265625,0.02271746291374188
1993-05-31,450.19,29.2953,0.03375,0.06507319131922078,0.031323191319220775,1,0.0007552366778471598,0.0028125000000000003,0.0007552366778471598
1993-06-30,450.53,29.2774,0.033125,0.06498435176347857,0.031859351763478566,1,-0.005327059241337917,0.0027604166666666667,-0.005327059241337917
1993-07-30,448.13,29.3571,0.033125,0.0655102314060652,0.032385231406065196,1,0.03443197286501687,0.0027604166666666667,0.03443197286501687
1993-08-31,463.56,28.4935,0.0325,0.06146669255328329,0.02896669255328329,1,-0.009987919578910986,0.0027083333333333334,-0.009987919578910986
1993-09-30,458.93,28.3539,0.03375,0.06178262480116793,0.02803262480116793,1,0.019392935741834316,0.0028125000000000003,0.019392935741834316
1993-10-29,467.83,28.154,0.034375,0.060179979907231264,0.02580497990723126,1,-0.012910672680247037,0.0028645833333333336,-0.012910672680247037
1993-11-30,461.79,27.8119,0.035,0.06022629333679811,0.025226293336798107,1,0.010091166980662036,0.002916666666666667,0.010091166980662036
1993-12-31,466.45,27.7404,0.03375,0.059471325972773076,0.025721325972773074,1,0.03250080394468857,0.0028125000000000003,0.03250080394468857
1994-01-31,481.61,25.2493,0.0325,0.05242685990739395,0.01992685990739395,1,-0.030045057203961778,0.0027083333333333334,-0.030045057203961778
1994-02-28,467.14,24.2191,0.0375,0.051845485293488036,0.014345485293488038,1,-0.04574645716487569,0.0031249999999999997,-0.04574645716487569
1994-03-31,445.77,24.0883,0.039375,0.05403750813199632,0.014662508131996321,1,0.011530609955807014,0.00328125,0.011530609955807014
1994-04-29,450.91,31.0982,0.043125,0.06896764321039675,0.025842643210396754,1,0.01239715242509587,0.0035937499999999997,0.01239715242509587
1994-05-31,456.5,31.2091,0.04625,0.06836604600219058,0.02211604600219058,1,-0.026790799561883905,0.0038541666666666668,-0.026790799561883905
1994-06-30,444.27,30.8401,0.04875,0.06941747135750782,0.02066747135750782,1,0.03148985976995977,0.0040625,0.03148985976995977
1994-07-29,458.26,30.7756,0.04875,0.06715750883777769,0.018407508837777684,1,0.0375987430716187,0.0040625,0.0375987430716187
1994-08-31,475.49,30.7369,0.05,0.06464257923405328,0.01464257923405328,1,-0.026919598729731486,0.004166666666666667,-0.026919598729731486
1994-09-30,462.69,30.6474,0.055,0.06623743759320495,0.011237437593204953,1,0.020877909615509394,0.004583333333333333,0.020877909615509394
1994-10-31,472.35,30.5698,0.05625,0.06471853498465122,0.008468534984651215,1,-0.039504604636392604,0.0046875,-0.039504604636392604
1994-11-30,453.69,30.2907,0.061875,0.06676519209151624,0.004890192091516241,1,0.01229914699464385,0.00515625,0.01229914699464385
1994-12-30,459.27,30.2335,0.065,0.06582946850436562,0.0008294685043656186,1,0.024277658022514137,0.005416666666666667,0.024277658022514137
1995-01-31,470.42,29.5575,0.063125,0.06283214999362272,-0.00029285000637728487,0,0.03607414650737639,0.005260416666666667,0.005260416666666667
1995-02-28,487.39,29.6101,0.0625,0.06075237489484807,-0.0017476251051519315,0,0.027329243521615032,0.005208333333333333,0.005208333333333333
1995-03-31,500.71,35.9071,0.0625,0.07171236843681972,0.009212368436819718,1,0.027960296379141658,0.005208333333333333,0.027960296379141658
1995-04-28,514.71,36.3728,0.061875,0.07066658895300265,0.008791588953002652,1,0.0363117095063239,0.00515625,0.0363117095063239
1995-05-31,533.4,36.7365,0.060625,0.06887232845894263,0.008247328458942632,1,0.02127859017622802,0.005052083333333333,0.02127859017622802
1995-06-30,544.75,36.7775,0.0605859,0.06751262046810465,0.00692672046810465,1,0.031776044056906816,0.005048825,0.031776044056906816
1995-07-31,562.06,37.0816,0.05875,0.06597445112621429,0.007224451126214296,1,-0.00032025050706319114,0.004895833333333333,-0.00032025050706319114
1995-08-31,561.88,37.4354,0.0588281,0.0666252580622197,0.007797158062219693,1,0.040097529721648595,0.0049023416666666665,0.040097529721648595
1995-09-29,584.41,37.1368,0.059531299999999995,0.06354579832651734,0.004014498326517346,1,-0.0049793809140842304,0.004960941666666666,-0.0049793809140842304
1995-10-31,581.5,36.7678,0.059375,0.0632292347377472,0.0038542347377472086,1,0.04104901117798798,0.0049479166666666664,0.04104901117798798
1995-11-30,605.37,37.061,0.05875,0.06122041065794473,0.0024704106579447327,1,0.017443877298181087,0.004895833333333333,0.017443877298181087
1995-12-29,615.93,36.7368,0.05625,0.059644440114948134,0.003394440114948133,1,0.032617342879872835,0.0046875,0.032617342879872835
1996-01-31,636.02,36.3231,0.05375,0.05710999654098927,0.0033599965409892713,1,0.006933744221879756,0.004479166666666667,0.006933744221879756
1996-02-29,640.43,34.5562,0.0530469,0.05395780959667723,0.0009109095966772299,1,0.007916556063894742,0.004420575,0.007916556063894742
1996-03-29,645.5,40.6963,0.0547266,0.06304616576297443,0.008319565762974435,1,0.01343144848954303,0.00456055,0.01343144848954303
1996-04-30,654.17,40.5623,0.0548438,0.062005747741412785,0.007161947741412787,1,0.022853386734335235,0.004570316666666667,0.022853386734335235
1996-05-31,669.12,40.2838,0.055,0.0602041487326638,0.005204148732663796,1,0.0022566953610712037,0.004583333333333333,0.0022566953610712037
1996-06-28,670.63,40.0862,0.055820299999999996,0.05977394390349373,0.003953643903493731,1,-0.04574802797369626,0.004651691666666667,-0.04574802797369626
1996-07-31,639.95,39.8457,0.0567578,0.062263770607078675,0.005505970607078678,1,0.01881396984139383,0.004729816666666667,0.01881396984139383
1996-08-30,651.99,39.8037,0.055625,0.06104955597478489,0.005424555974784889,1,0.054172610009355804,0.004635416666666667,0.054172610009355804
1996-09-30,687.31,39.6519,0.05625,0.05769143472377821,0.0014414347237782094,1,0.026130857982569866,0.0046875,0.026130857982569866
1996-10-31,705.27,39.7381,0.055,0.05634452053823359,0.0013445205382335915,1,0.07337615381343321,0.004583333333333333,0.07337615381343321
1996-11-29,757.02,39.7705,0.055,0.05253560011624528,-0.0024643998837547212,0,-0.021505376344086002,0.004583333333333333,0.004583333333333333
1996-12-31,740.74,39.6401,0.055625,0.05351418851418851,-0.0021108114858114924,0,0.06131706131706127,0.004635416666666667,0.004635416666666667
1997-01-31,786.16,39.5142,0.055625,0.05026228757504834,-0.005362712424951663,0,0.005927546555408725,0.004635416666666667,0.004635416666666667
1997-02-28,790.82,39.1348,0.0553906,0.049486355934346624,-0.0059042440656533746,0,-0.042613995599504406,0.0046158833333333335,0.0046158833333333335
1997-03-31,757.12,45.0849,0.0577344,0.059547892011834316,0.0018134920118343181,1,0.05840553677092153,0.0048112,0.05840553677092153
1997-04-30,801.34,44.77,0.0581641,0.05586891955973744,-0.0022951804402625633,0,0.058576883719769324,0.004847008333333334,0.004847008333333334
1997-05-30,848.28,44.8444,0.058125,0.052865091714999764,-0.005259908285000239,0,0.04345263356438922,0.00484375,0.00484375
1997-06-30,885.14,44.4697,0.0578125,0.05024030096933819,-0.007572199030661815,0,0.07812323474252647,0.0048177083333333336,0.0048177083333333336
1997-07-31,954.29,44.8041,0.0570703,0.04695019333745507,-0.010120106662544925,0,-0.05744584979408773,0.004755858333333333,0.004755858333333333
1997-08-29,899.47,45.4785,0.0571875,0.05056144173791232,-0.006626058262087682,0,0.05315352374175908,0.004765625,0.004765625
1997-09-30,947.28,44.8146,0.0576953,0.04730871548011148,-0.010386584519888518,0,-0.03447766235959793,0.004807941666666667,0.004807941666666667
1997-10-31,914.62,44.367,0.0575,0.04850867026743347,-0.008991329732566535,0,0.044586822942861426,0.004791666666666667,0.004791666666666667
1997-11-28,955.4,44.0698,0.0590234,0.04612706719698556,-0.012896332803014436,0,0.015731630730583923,0.004918616666666666,0.004918616666666666
1997-12-31,970.43,43.7445,0.058125,0.04507743989777728,-0.013047560102222723,0,0.010150139628824384,0.00484375,0.00484375
1998-01-30,980.28,43.9192,0.05625,0.04480270942995879,-0.011447290570041214,0,0.0704492593952748,0.0046875,0.0046875
