total_return,cagr,max_dd
0.054712317858342185,0.010037802614641045,-0.008960221295659987
0.05443249268920103,0.009987552336335748,-0.008563152654861406
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
