Date,cad_oas,us_hy_oas,us_ig_oas,tsx,vix,us_3m_10y,us_growth_surprises,us_inflation_surprises,us_lei_yoy,us_hard_data_surprises,us_equity_revisions,us_economic_regime,cad_ig_er_index,us_hy_er_index,us_ig_er_index,spx_1bf_eps,spx_1bf_sales,tsx_1bf_eps,tsx_1bf_sales
9/30/2004,67.461716,365.324386,90.249237,8668.29,13.34,319.154,0.17942,-0.03056,11.1,-0.2688,0.07,1,103.1952405,113.3431599,103.9192451,73.5175,726.4752,565.8579,6113.5497
10/29/2004,66.677274,347.978994,90.021354,8870.97,16.27,290.237,0.23685,-0.01528,11.1,-0.2141,0.01,1,103.2275557,114.6529618,104.0608843,74.7816,737.2802,565.8579,6113.5497
10/31/2004,66.677274,347.978994,90.021354,8870.97,16.27,290.237,0.23685,-0.01528,10.3,-0.2141,0.01,1,103.2275557,114.6529618,104.0608843,74.7816,737.2802,565.8579,6113.5497
11/30/2004,63.792908,301.852874,84.405992,9030.05,13.24,277.985,0.16471,0.10133,10,-0.041,-0.05,0.99,103.6345809,117.4961753,104.5187477,75.8631,742.5159,565.8579,6113.5497
12/31/2004,59.97322,288.470442,80.621513,9246.65,13.29,265.036,0.16834,0.20697,10.2,-0.0735,-0.1,1,103.9170099,118.3790597,104.8937085,76.7999,741.2292,565.8579,6113.5497
1/31/2005,58.344763,303.849393,81.672589,9204.05,12.82,212.004,0.16154,0.05504,9.6,-0.1629,-0.01,0.99,103.9516818,117.7190952,104.9025112,68.155,741.2292,565.8579,6113.5497
2/28/2005,55.963045,256.798056,76.838771,9668.32,12.08,197.3,0.14488,0.04587,9.2,-0.0138,0.12,1,104.1618249,120.3941601,105.2230045,68.1357,741.2292,565.8579,6113.5497
3/31/2005,59.010682,328.978208,92.952138,9612.38,14.02,197.959,0.15611,0.11503,7.3,-0.0566,0.12,0.99,103.9557346,117.2643503,104.2455682,69.8955,741.2292,565.8579,6113.5497
4/29/2005,64.829157,388.700214,104.266865,9369.3,15.31,164.798,0.06693,0.21397,7.3,-0.1321,0.05,0.99,103.8154487,114.189517,103.5361007,77.9285,741.2292,565.8579,6113.5497
4/30/2005,64.829157,388.700214,104.266865,9369.3,15.31,164.798,0.06693,0.21397,7.6,-0.1321,0.05,0.99,103.8154487,114.189517,103.5361007,77.9285,741.2292,565.8579,6113.5497
5/31/2005,62.299235,375.593613,104.41625,9607.3,13.29,138.482,0.09589,0.1997,6.6,0.0981,-0.01,0.96,103.9320176,114.9748579,103.6232978,78.5339,815.4384,565.8579,6113.5497
6/30/2005,56.09734,355.631885,84.337061,9902.77,12.04,108.576,0.08938,-0.05712,6.9,-0.1641,0.18,0.99,104.2073717,116.6727131,103.716049,79.4323,826.7089,565.8579,6113.5497
7/29/2005,54.150333,308.632535,85.0454,10422.93,11.57,109.093,0.24503,-0.25863,6.9,-0.0278,0.22,0.99,104.5441512,120.2551807,104.3318831,80.6604,819.312,565.8579,6113.5497
7/31/2005,54.150333,308.632535,85.0454,10422.93,11.57,109.093,0.24503,-0.25863,6.3,-0.0278,0.22,0.98,104.5441512,120.2551807,104.3318831,80.6604,819.312,565.8579,6113.5497
8/31/2005,52.363377,342.300758,89.191096,10668.94,12.6,76.687,0.16205,-0.14005,6.5,0.054,0.18,0.97,104.7471135,118.7624149,104.0961324,82.5768,851.296,1222.0762,6113.5497
9/30/2005,54.068644,341.099723,87.813465,11011.83,11.92,104.891,-0.01466,-0.11732,5.3,-0.0757,0.09,0.07,104.7060102,118.9390471,104.0148377,83.7861,875.8219,750.3794,6113.5497
10/31/2005,54.368106,344.397495,92.669622,10383.32,15.32,86.973,0.03708,0.22092,5.2,0.2168,0.11,0.99,104.5700951,118.932039,103.7889323,85.2992,885.7562,761.6141,6113.5497
11/30/2005,60.294579,343.483299,94.413843,10824.14,12.06,80.13,0.11865,0.27704,4.8,0.1285,0.08,1,104.4909737,118.9617084,103.8569328,85.5592,889.3927,800.5487,7337.6241
12/30/2005,62.323585,340.032322,98.9635,11272.26,12.07,45.506,0.0692,0.01602,4.8,0.0143,-0.03,1,104.5669298,118.9340455,103.6838456,86.0883,889.4669,1033.724,9830.8358
12/31/2005,62.323585,340.032322,98.9635,11272.26,12.07,45.506,0.0692,0.01602,3.8,0.0143,-0.03,0.97,104.5669298,118.9340455,103.6838456,86.0883,889.4669,1033.724,9830.8358
1/31/2006,58.757157,323.324692,87.448484,11945.64,12.95,21.278,-0.03192,-0.16491,3.9,-0.0805,0.15,0.99,104.5633159,121.130039,103.9317858,87.0886,887.5878,1119.8399,9750.8935
2/28/2006,59.463994,320.22178,83.585007,11688.34,12.34,-7.309,0.06933,-0.01028,3.4,0.1658,0.13,0.99,104.5349197,121.9002856,104.2057787,87.8306,901.9438,1140.9122,9589.3275
3/31/2006,59.616901,299.396965,87.061441,12110.61,11.39,28.438,0.0656,0.03578,4,0.0398,0.19,0.99,104.5122005,123.4908608,104.0814535,88.4177,892.5572,1053.597,8972.7172
4/28/2006,58.798411,290.792306,84.861599,12204.17,11.59,41.969,0.08266,0.05195,4,0.0808,0.27,0.99,104.5918512,124.4742872,104.3180113,88.82,907.3278,1070.3475,8995.5204
4/30/2006,58.798411,290.792306,84.861599,12204.17,11.59,41.969,0.08266,0.05195,2.9,0.0808,0.27,0.99,104.5918512,124.4742872,104.3180113,88.82,907.3278,1070.3475,8995.5204
5/31/2006,59.485879,296.985903,89.205879,11744.52,16.44,40.172,0.01333,0.3248,2.6,0.053,0.03,0.87,104.6341506,124.4396155,104.1198072,89.6396,915.4611,1094.6027,9097.3883
6/30/2006,60.880887,317.438804,93.682282,11612.87,13.08,21.663,0.03421,0.44885,1.6,-0.0246,-0.01,0.94,104.4523296,123.7157401,103.9040307,90.8488,924.7604,1070.4641,8854.3861
7/31/2006,63.829762,330.961551,94.888092,11830.96,14.95,-0.015,0.07863,0.42343,1.1,-0.0907,0.09,0.86,104.4939692,123.4554946,103.9982482,91.3042,926.6466,852.9716,7027.7409
8/31/2006,62.826541,331.400362,93.835659,12073.75,12.31,-16.456,-0.03432,0.39935,0.2,-0.3184,-0.05,0.95,104.67313,123.8168007,104.1822819,92.1156,931.5739,866.0402,7073.9096
9/29/2006,62.267001,327.880665,93.671717,11761.27,11.98,-11.697,-0.06464,0.38609,0.2,-0.5016,0,0.95,104.8215691,124.5479953,104.3073329,93.4448,942.9244,878.2987,7100.3559
9/30/2006,62.267001,327.880665,93.671717,11761.27,11.98,-11.697,-0.06464,0.38609,0.4,-0.5016,0,0.94,104.8215691,124.5479953,104.3073329,93.4448,942.9244,878.2987,7100.3559
10/31/2006,60.988053,312.995606,92.33672,12344.59,11.1,-33.116,-0.06261,-0.16954,0.1,-0.3673,0.06,0.96,104.9938525,125.6746159,104.5449441,93.8476,935.9137,885.3107,7124.3437
11/30/2006,59.340394,305.087627,88.06426,12752.38,10.91,-45.191,-0.22244,-0.34818,-0.6,-0.6148,0.09,0.9,105.1937583,126.6755851,104.8189712,94.6724,933.5744,880.4219,7122.8524
12/29/2006,58.408981,271.691082,87.374343,12908.39,11.56,-17.741,-0.22293,-0.55409,-0.6,-0.5141,0.05,0.9,105.2750298,128.9543638,104.9875435,95.3503,938.9398,880.4212,7058.9507
12/31/2006,58.408981,271.691082,87.374343,12908.39,11.56,-17.741,-0.22293,-0.55409,-0.4,-0.5141,0.05,0.99,105.2750298,128.9543638,104.9875435,95.3503,938.9398,880.4212,7058.9507
1/31/2007,56.698911,257.0996,85.276224,13034.12,10.42,-19.507,-0.03749,-0.52499,-1.3,-0.1697,0.02,0.92,105.5159296,130.5023074,105.2694424,94.8523,938.5405,883.5932,7180.9434
2/28/2007,54.480188,264.118944,84.284258,13045.02,15.42,-45.297,-0.2608,-0.3484,-1.4,-0.1746,0.08,0.99,105.6763698,130.284274,105.3629968,95.4036,964.9808,888.9726,7383.7005
3/30/2007,56.891901,271.406223,90.611886,13165.5,14.64,-18.683,-0.21258,-0.11663,-1.4,0.0808,0.01,0.99,105.4681463,130.2838871,104.9748074,96.0163,974.0708,889.1168,7346.2352
3/31/2007,56.891901,271.406223,90.611886,13165.5,14.64,-18.683,-0.21258,-0.11663,-1.3,0.0808,0.01,0.98,105.4681463,130.2838871,104.9748074,96.0163,974.0708,889.1168,7346.2352
4/30/2007,66.479939,260.655927,91.312358,13416.68,14.22,-3.159,-0.30421,-0.11746,-1.2,-0.0496,0.19,0.98,104.8217282,131.3612699,105.1625147,97.4316,980.2105,889.8758,7383.4147
5/31/2007,67.994579,234.581094,90.146905,14056.78,13.05,28.553,-0.22838,-0.17773,-0.8,0.1379,0.1,0.97,104.8990727,133.4485832,105.3503321,98.6573,981.3765,897.7779,7636.681
6/29/2007,71.290654,285.062445,96.066288,13906.57,16.23,32.187,-0.12052,-0.18596,-0.8,-0.0962,0.19,0.97,104.6099464,130.9413274,105.0185305,99.7609,990.6263,908.5436,7541.5713
6/30/2007,71.290654,285.062445,96.066288,13906.57,16.23,32.187,-0.12052,-0.18596,-0.8,-0.0962,0.19,0.94,104.6099464,130.9413274,105.0185305,99.7609,990.6263,908.5436,7541.5713
7/31/2007,87.166604,412.021345,125.240062,13868.63,23.52,1.845,-0.17922,-0.19017,-0.7,-0.3741,0.16,0.94,103.7366437,124.0933117,103.1950177,101.328,994.1183,910.8352,7582.8508
8/31/2007,96.768228,433.328386,149.052299,13660.48,23.38,77.036,-0.06661,-0.20761,-0.9,-0.1482,0.07,0.92,103.3744576,123.6227533,102.2253275,102.0004,999.3902,910.5837,7859.946
9/28/2007,111.09698,404.063893,145.094523,14098.89,18,108.706,-0.14807,-0.27596,-0.9,-0.2973,-0.11,0.92,102.6569388,126.2081994,102.43489,103.358,1028.9828,905.3697,7781.9042
9/30/2007,111.09698,404.063893,145.094523,14098.89,18,108.706,-0.14807,-0.27596,-1.5,-0.2973,-0.11,0.98,102.6569388,126.2081994,102.43489,103.358,1028.9828,905.3697,7781.9042
10/31/2007,103.573482,416.047246,142.664581,14625,18.53,86.899,-0.26875,-0.33151,-1.8,-0.2124,0,0.76,102.9519668,126.0081138,102.7448227,102.7282,1026.9732,912.4334,7667.7645
11/30/2007,138.982487,549.15357,194.284547,13689.12,22.87,126.439,-0.24061,-0.21929,-2.5,-0.4023,-0.19,0.83,101.0511767,118.8474727,99.39465861,101.9768,1025.6769,922.9873,7251.4532
12/31/2007,135.777564,563.282518,196.866893,13833.06,22.5,121.116,-0.24114,0.18251,-3.8,-0.0675,-0.14,0.46,101.3455572,118.9369567,99.49342774,101.9891,1040.0871,940.399,7140.0979
